1,20,0,80,0,10,0
2,50,0,50,0,10,0
3,80,0,20,0,10,0
4,20,0,80,0,-10,0
5,50,0,50,0,-10,0
6,80,0,20,0,-10,0
7,10,0,70,20,10,0
8,40,0,40,20,10,0
9,70,0,10,20,10,0
10,10,0,70,20,-10,0
11,40,0,40,20,-10,0
12,70,0,10,20,-10,0
13,0,0,60,40,10,0
14,30,0,30,40,10,0
15,60,0,0,40,10,0
16,0,0,60,40,-10,0
17,30,0,30,40,-10,0
18,60,0,0,40,-10,0
19,10,30,0,0,10,0
20,40,60,0,0,10,0
21,70,90,0,0,10,0
22,10,30,0,0,-10,0
23,40,60,0,0,-10,0
24,70,90,0,0,-10,0
25,0,40,0,0,10,0
26,30,60,0,0,10,0
27,60,100,0,0,10,0
28,0,40,0,0,-10,0
29,30,60,0,0,-10,0
30,60,100,0,0,-10,0
31,0,0,0,100,10,0
32,0,0,0,100,-10,0
33,0,100,0,0,10,0
34,0,100,0,0,-10,0
35,20,0,20,60,10,0
36,10,0,10,80,10,0
37,20,0,60,20,10,0
38,10,0,50,40,10,0
39,0,0,40,60,10,0
40,30,0,50,20,10,0
41,20,0,40,40,10,0
42,10,0,30,60,10,0
43,0,0,20,80,10,0
44,50,0,30,20,10,0
45,40,0,20,40,10,0
46,30,0,10,60,10,0
47,20,0,0,80,10,0
48,60,0,20,20,10,0
49,50,0,10,40,10,0
50,40,0,0,60,10,0
51,80,0,0,20,10,0
52,0,0,80,20,10,0
53,13,0,67,20,10,0
54,3,0,57,40,10,0
55,34,0,46,20,10,0
56,24,0,36,40,10,0
57,14,0,26,60,10,0
58,4,0,16,80,10,0
59,66,0,14,20,10,0
60,56,0,4,40,10,0
61,77,0,3,20,10,0
62,1,0,79,20,10,0
63,26,0,54,20,10,0
64,16,0,44,40,10,0
65,6,0,34,60,10,0
66,55,0,25,20,10,0
67,45,0,15,40,10,0
68,35,0,5,60,10,0
69,45,0,35,20,10,0
70,35,0,25,40,10,0
71,20,0,80,0,10,0
72,50,0,50,0,10,0
73,80,0,20,0,10,0
74,20,0,80,0,-10,0
75,50,0,50,0,-10,0
76,80,0,20,0,-10,0
77,10,0,70,20,10,0
78,40,0,40,20,10,0
79,70,0,10,20,10,0
80,10,0,70,20,-10,0
81,40,0,40,20,-10,0
82,70,0,10,20,-10,0
83,0,0,60,40,10,0
84,30,0,30,40,10,0
85,60,0,0,40,10,0
86,0,0,60,40,-10,0
87,30,0,30,40,-10,0
88,60,0,0,40,-10,0
89,10,30,0,0,10,0
90,40,60,0,0,10,0
91,70,90,0,0,10,0
92,10,30,0,0,-10,0
93,40,60,0,0,-10,0
94,70,90,0,0,-10,0
95,0,40,0,0,10,0
96,30,60,0,0,10,0
97,60,100,0,0,10,0
98,0,40,0,0,-10,0
99,30,60,0,0,-10,0
100,60,100,0,0,-10,0
101,0,0,0,100,10,0
102,0,0,0,100,-10,0
103,0,100,0,0,10,0
104,0,100,0,0,-10,0
105,20,0,20,60,10,0
106,10,0,10,80,10,0
107,20,0,60,20,10,0
108,10,0,50,40,10,0
109,0,0,40,60,10,0
110,30,0,50,20,10,0
111,20,0,40,40,10,0
112,10,0,30,60,10,0
113,0,0,20,80,10,0
114,50,0,30,20,10,0
115,40,0,20,40,10,0
116,30,0,10,60,10,0
117,20,0,0,80,10,0
118,60,0,20,20,10,0
119,50,0,10,40,10,0
120,40,0,0,60,10,0
121,80,0,0,20,10,0
122,0,0,80,20,10,0
123,13,0,67,20,10,0
124,3,0,57,40,10,0
125,34,0,46,20,10,0
126,24,0,36,40,10,0
127,14,0,26,60,10,0
128,4,0,16,80,10,0
129,66,0,14,20,10,0
130,56,0,4,40,10,0
131,77,0,3,20,10,0
132,1,0,79,20,10,0
133,26,0,54,20,10,0
134,16,0,44,40,10,0
135,6,0,34,60,10,0
136,55,0,25,20,10,0
137,45,0,15,40,10,0
138,35,0,5,60,10,0
139,45,0,35,20,10,0
140,35,0,25,40,10,0
